"Gene_ID","GSE24455","GSE63183","Dataset_Count"
796,"No","Yes",1
800,"Yes","No",1
810,"No","Yes",1
813,"Yes","No",1
816,"No","Yes",1
821,"Yes","No",1
827,"No","Yes",1
828,"Yes","No",1
829,"Yes","No",1
833,"No","Yes",1
834,"Yes","No",1
837,"Yes","No",1
860,"No","Yes",1
864,"Yes","No",1
865,"Yes","No",1
867,"Yes","No",1
871,"No","Yes",1
873,"Yes","No",1
875,"No","Yes",1
890,"Yes","No",1
892,"Yes","No",1
912,"Yes","No",1
915,"No","Yes",1
920,"No","Yes",1
923,"Yes","No",1
925,"Yes","No",1
929,"No","Yes",1
939,"Yes","No",1
947,"Yes","No",1
948,"Yes","No",1
950,"Yes","No",1
953,"Yes","No",1
962,"No","Yes",1
963,"Yes","No",1
970,"No","Yes",1
972,"No","Yes",1
990,"Yes","No",1
1003,"Yes","No",1
1012,"Yes","No",1
1017,"Yes","No",1
1026,"Yes","No",1
1027,"Yes","No",1
1030,"Yes","No",1
1031,"Yes","No",1
1033,"Yes","No",1
1036,"Yes","No",1
1040,"Yes","No",1
1043,"No","Yes",1
1050,"Yes","No",1
1059,"Yes","No",1
1063,"Yes","No",1
1081,"Yes","No",1
1114,"Yes","No",1
1118,"No","Yes",1
1122,"Yes","No",1
1124,"Yes","No",1
1137,"No","Yes",1
1152,"No","Yes",1
1159,"No","Yes",1
1160,"No","Yes",1
1164,"Yes","No",1
1176,"Yes","No",1
1187,"No","Yes",1
1259,"Yes","No",1
1267,"Yes","No",1
1272,"Yes","No",1
1277,"No","Yes",1
1278,"No","Yes",1
1281,"No","Yes",1
1287,"Yes","No",1
1288,"No","Yes",1
1289,"No","Yes",1
1293,"No","Yes",1
1294,"Yes","No",1
1300,"No","Yes",1
1308,"No","Yes",1
1310,"No","Yes",1
1317,"Yes","No",1
1329,"Yes","No",1
1349,"Yes","No",1
1359,"Yes","No",1
1363,"Yes","No",1
1368,"Yes","No",1
1371,"Yes","No",1
1381,"No","Yes",1
1409,"No","Yes",1
1417,"No","Yes",1
1429,"Yes","No",1
1436,"No","Yes",1
1441,"Yes","No",1
1445,"Yes","No",1
1452,"Yes","No",1
1459,"Yes","No",1
1460,"No","Yes",1
1490,"Yes","No",1
1497,"Yes","No",1
1509,"Yes","No",1
1513,"No","Yes",1
1520,"Yes","No",1
1522,"No","Yes",1
1545,"Yes","No",1
1551,"No","Yes",1
1555,"No","Yes",1
1582,"Yes","No",1
1586,"No","Yes",1
1591,"Yes","No",1
1592,"No","Yes",1
1593,"Yes","No",1
1595,"Yes","No",1
1607,"Yes","No",1
1613,"Yes","No",1
1615,"Yes","No",1
1633,"Yes","No",1
1634,"Yes","No",1
1635,"Yes","No",1
1641,"Yes","No",1
1647,"No","Yes",1
1675,"No","Yes",1
1690,"No","Yes",1
1734,"No","Yes",1
1743,"Yes","No",1
1749,"No","Yes",1
1756,"Yes","No",1
1774,"Yes","No",1
1777,"Yes","No",1
1796,"Yes","No",1
1803,"No","Yes",1
1807,"Yes","No",1
1826,"Yes","No",1
1827,"Yes","No",1
1831,"No","Yes",1
1837,"Yes","No",1
1843,"No","Yes",1
1846,"Yes","No",1
1869,"No","Yes",1
1875,"Yes","No",1
1889,"Yes","No",1
1894,"Yes","No",1
1942,"Yes","No",1
1944,"No","Yes",1
1948,"Yes","No",1
1956,"Yes","No",1
1958,"No","Yes",1
1962,"Yes","No",1
1978,"Yes","No",1
1992,"Yes","No",1
1993,"Yes","No",1
2000,"Yes","No",1
2001,"No","Yes",1
2002,"Yes","No",1
2004,"Yes","No",1
2014,"Yes","No",1
2018,"Yes","No",1
2023,"Yes","No",1
2043,"Yes","No",1
2053,"Yes","No",1
2057,"Yes","No",1
2063,"Yes","No",1
2064,"Yes","No",1
2070,"Yes","No",1
2091,"No","Yes",1
2099,"Yes","No",1
2108,"Yes","No",1
2113,"Yes","No",1
2123,"Yes","No",1
2139,"Yes","No",1
2147,"No","Yes",1
2152,"Yes","No",1
2153,"Yes","No",1
2155,"No","Yes",1
2157,"Yes","No",1
2167,"No","Yes",1
2170,"No","Yes",1
2172,"No","Yes",1
2173,"Yes","No",1
2185,"Yes","No",1
2191,"No","Yes",1
2192,"Yes","No",1
2205,"Yes","No",1
2212,"Yes","No",1
2222,"Yes","No",1
2230,"Yes","No",1
2232,"Yes","No",1
2239,"Yes","No",1
2243,"No","Yes",1
2262,"No","Yes",1
2266,"No","Yes",1
2272,"Yes","No",1
2274,"No","Yes",1
2280,"Yes","No",1
2296,"Yes","No",1
2300,"No","Yes",1
2302,"No","Yes",1
2307,"No","Yes",1
2313,"Yes","No",1
2316,"No","Yes",1
2321,"Yes","No",1
2331,"No","Yes",1
2348,"Yes","No",1
2350,"No","Yes",1
2352,"No","Yes",1
2353,"Yes","No",1
2354,"Yes","No",1
2357,"No","Yes",1
2444,"Yes","No",1
2494,"Yes","No",1
2528,"Yes","No",1
2533,"Yes","No",1
2563,"No","Yes",1
2583,"No","Yes",1
2584,"Yes","No",1
2589,"Yes","No",1
2591,"Yes","No",1
2615,"No","Yes",1
2619,"Yes","No",1
2620,"Yes","No",1
2638,"No","Yes",1
2643,"Yes","No",1
2664,"Yes","No",1
2674,"Yes","No",1
2681,"Yes","No",1
2683,"No","Yes",1
2690,"Yes","No",1
2700,"Yes","No",1
2705,"Yes","No",1
2731,"Yes","No",1
2745,"Yes","No",1
2766,"Yes","No",1
2769,"No","Yes",1
2770,"Yes","No",1
2771,"Yes","No",1
2791,"Yes","No",1
2802,"Yes","No",1
2803,"Yes","No",1
2821,"Yes","No",1
2823,"Yes","No",1
2824,"Yes","No",1
2828,"Yes","No",1
2850,"Yes","No",1
2869,"Yes","No",1
2873,"Yes","No",1
2882,"Yes","No",1
2886,"Yes","No",1
2887,"Yes","No",1
2888,"Yes","No",1
2898,"Yes","No",1
2899,"Yes","No",1
2901,"Yes","No",1
2918,"Yes","No",1
2936,"No","Yes",1
2938,"Yes","No",1
2939,"Yes","No",1
2952,"No","Yes",1
2956,"Yes","No",1
2965,"Yes","No",1
2971,"Yes","No",1
2992,"Yes","No",1
2993,"No","Yes",1
2999,"Yes","No",1
3005,"Yes","No",1
3029,"Yes","No",1
3033,"Yes","No",1
3037,"Yes","No",1
3039,"No","Yes",1
3040,"No","Yes",1
3043,"No","Yes",1
3059,"Yes","No",1
3071,"Yes","No",1
3074,"Yes","No",1
3081,"Yes","No",1
3084,"Yes","No",1
3091,"Yes","No",1
3106,"No","Yes",1
3108,"No","Yes",1
3117,"No","Yes",1
3119,"No","Yes",1
3123,"No","Yes",1
3125,"No","Yes",1
3126,"No","Yes",1
3131,"No","Yes",1
3133,"Yes","No",1
3134,"Yes","No",1
3140,"Yes","No",1
3164,"Yes","No",1
3167,"No","Yes",1
3172,"Yes","No",1
3209,"No","Yes",1
3213,"Yes","No",1
3215,"Yes","No",1
3216,"Yes","No",1
3218,"Yes","No",1
3219,"No","Yes",1
3236,"Yes","No",1
3240,"No","Yes",1
3241,"Yes","No",1
3275,"Yes","No",1
3299,"Yes","No",1
3303,"Yes","No",1
3316,"Yes","No",1
3381,"No","Yes",1
3383,"No","Yes",1
3394,"Yes","No",1
3417,"Yes","No",1
3423,"Yes","No",1
3455,"Yes","No",1
3481,"Yes","No",1
3484,"No","Yes",1
3485,"Yes","No",1
3516,"Yes","No",1
3549,"Yes","No",1
3559,"No","Yes",1
3570,"No","Yes",1
3587,"No","Yes",1
3594,"No","Yes",1
3598,"Yes","No",1
3601,"Yes","No",1
3603,"Yes","No",1
3614,"Yes","No",1
3624,"No","Yes",1
3627,"Yes","No",1
3633,"Yes","No",1
3635,"Yes","No",1
3664,"No","Yes",1
3672,"Yes","No",1
3675,"No","Yes",1
3678,"No","Yes",1
3687,"Yes","No",1
3689,"Yes","No",1
3691,"No","Yes",1
3694,"Yes","No",1
3703,"Yes","No",1
3707,"Yes","No",1
3714,"Yes","No",1
3718,"No","Yes",1
3728,"Yes","No",1
3741,"No","Yes",1
3753,"Yes","No",1
3759,"Yes","No",1
3760,"Yes","No",1
3773,"Yes","No",1
3779,"No","Yes",1
3782,"Yes","No",1
3790,"Yes","No",1
3791,"Yes","No",1
3795,"Yes","No",1
3796,"Yes","No",1
3801,"Yes","No",1
3818,"No","Yes",1
3866,"No","Yes",1
3875,"No","Yes",1
3880,"No","Yes",1
3898,"Yes","No",1
3914,"No","Yes",1
3915,"Yes","No",1
3932,"No","Yes",1
3936,"Yes","No",1
3937,"Yes","No",1
3945,"Yes","No",1
3955,"No","Yes",1
3959,"No","Yes",1
3965,"No","Yes",1
3978,"No","Yes",1
3983,"Yes","No",1
3985,"Yes","No",1
3988,"Yes","No",1
3993,"Yes","No",1
3995,"Yes","No",1
3998,"Yes","No",1
4001,"Yes","No",1
4010,"No","Yes",1
4023,"Yes","No",1
4035,"No","Yes",1
4043,"Yes","No",1
4046,"Yes","No",1
4058,"Yes","No",1
4059,"Yes","No",1
4060,"Yes","No",1
4061,"No","Yes",1
4064,"No","Yes",1
4067,"Yes","No",1
4070,"Yes","No",1
4084,"No","Yes",1
4091,"Yes","No",1
4099,"No","Yes",1
4121,"Yes","No",1
4126,"Yes","No",1
4128,"Yes","No",1
4133,"Yes","No",1
4135,"Yes","No",1
4137,"No","Yes",1
4154,"Yes","No",1
4171,"Yes","No",1
4174,"Yes","No",1
4175,"Yes","No",1
4188,"No","Yes",1
4190,"Yes","No",1
4192,"No","Yes",1
4208,"Yes","No",1
4212,"Yes","No",1
4232,"Yes","No",1
4233,"Yes","No",1
4237,"Yes","No",1
4239,"Yes","No",1
4242,"No","Yes",1
4245,"Yes","No",1
4255,"Yes","No",1
4267,"No","Yes",1
4281,"Yes","No",1
4283,"Yes","No",1
4288,"Yes","No",1
4312,"No","Yes",1
4313,"Yes","No",1
4318,"No","Yes",1
4320,"No","Yes",1
4323,"No","Yes",1
4325,"No","Yes",1
4332,"Yes","No",1
4337,"Yes","No",1
4345,"Yes","No",1
4351,"Yes","No",1
4493,"No","Yes",1
4496,"No","Yes",1
4499,"No","Yes",1
4501,"No","Yes",1
4508,"Yes","No",1
4509,"Yes","No",1
4512,"No","Yes",1
4513,"Yes","No",1
4514,"Yes","No",1
4524,"No","Yes",1
4534,"Yes","No",1
4536,"Yes","No",1
4537,"Yes","No",1
4538,"Yes","No",1
4539,"Yes","No",1
4540,"Yes","No",1
4541,"Yes","No",1
4547,"Yes","No",1
4603,"Yes","No",1
4605,"No","Yes",1
4609,"No","Yes",1
4613,"Yes","No",1
4616,"Yes","No",1
4621,"Yes","No",1
4626,"No","Yes",1
4628,"Yes","No",1
4644,"Yes","No",1
4646,"Yes","No",1
4650,"No","Yes",1
4659,"Yes","No",1
4664,"Yes","No",1
4673,"Yes","No",1
4674,"Yes","No",1
4675,"Yes","No",1
4676,"No","Yes",1
4688,"Yes","No",1
4689,"No","Yes",1
4690,"Yes","No",1
4705,"Yes","No",1
4711,"Yes","No",1
4720,"Yes","No",1
4722,"Yes","No",1
4747,"No","Yes",1
4780,"Yes","No",1
4815,"No","Yes",1
4818,"No","Yes",1
4830,"No","Yes",1
4833,"Yes","No",1
4835,"Yes","No",1
4848,"Yes","No",1
4856,"Yes","No",1
4860,"Yes","No",1
4862,"Yes","No",1
4864,"Yes","No",1
4868,"No","Yes",1
4869,"Yes","No",1
4881,"Yes","No",1
4885,"No","Yes",1
4900,"Yes","No",1
4914,"Yes","No",1
4929,"Yes","No",1
4938,"Yes","No",1
4939,"Yes","No",1
4940,"Yes","No",1
4942,"Yes","No",1
4947,"Yes","No",1
4953,"Yes","No",1
4968,"Yes","No",1
4982,"Yes","No",1
5000,"Yes","No",1
5010,"Yes","No",1
5017,"Yes","No",1
5027,"Yes","No",1
5028,"Yes","No",1
5033,"Yes","No",1
5034,"Yes","No",1
5054,"No","Yes",1
5066,"Yes","No",1
5067,"Yes","No",1
5071,"Yes","No",1
5087,"Yes","No",1
5091,"Yes","No",1
5096,"Yes","No",1
5098,"Yes","No",1
5099,"Yes","No",1
5118,"No","Yes",1
5121,"Yes","No",1
5129,"Yes","No",1
5130,"Yes","No",1
5136,"Yes","No",1
5146,"Yes","No",1
5154,"Yes","No",1
5156,"Yes","No",1
5160,"Yes","No",1
5162,"Yes","No",1
5163,"Yes","No",1
5164,"Yes","No",1
5166,"No","Yes",1
5167,"Yes","No",1
5169,"Yes","No",1
5172,"No","Yes",1
5175,"Yes","No",1
5176,"No","Yes",1
5178,"Yes","No",1
5187,"No","Yes",1
5217,"Yes","No",1
5224,"No","Yes",1
5230,"Yes","No",1
5243,"Yes","No",1
5244,"No","Yes",1
5245,"Yes","No",1
5255,"Yes","No",1
5256,"Yes","No",1
5267,"No","Yes",1
5270,"Yes","No",1
5271,"Yes","No",1
5272,"Yes","No",1
5310,"Yes","No",1
5315,"Yes","No",1
5324,"Yes","No",1
5327,"Yes","No",1
5328,"Yes","No",1
5329,"No","Yes",1
5336,"No","Yes",1
5360,"No","Yes",1
5361,"Yes","No",1
5362,"Yes","No",1
5364,"Yes","No",1
5368,"No","Yes",1
5371,"Yes","No",1
5396,"No","Yes",1
5409,"No","Yes",1
5420,"No","Yes",1
5428,"Yes","No",1
5442,"Yes","No",1
5446,"Yes","No",1
5456,"Yes","No",1
5465,"Yes","No",1
5500,"Yes","No",1
5501,"Yes","No",1
5502,"Yes","No",1
5551,"Yes","No",1
5564,"Yes","No",1
5577,"Yes","No",1
5578,"Yes","No",1
5583,"Yes","No",1
5585,"Yes","No",1
5587,"Yes","No",1
5589,"Yes","No",1
5594,"Yes","No",1
5601,"Yes","No",1
5602,"Yes","No",1
5625,"No","Yes",1
5638,"Yes","No",1
5649,"Yes","No",1
5652,"Yes","No",1
5696,"Yes","No",1
5713,"Yes","No",1
5743,"Yes","No",1
5764,"Yes","No",1
5774,"No","Yes",1
5780,"Yes","No",1
5782,"Yes","No",1
5783,"Yes","No",1
5787,"No","Yes",1
5788,"Yes","No",1
5790,"No","Yes",1
5791,"Yes","No",1
5796,"Yes","No",1
5797,"Yes","No",1
5798,"No","Yes",1
5816,"No","Yes",1
5825,"Yes","No",1
5831,"No","Yes",1
5873,"Yes","No",1
5884,"No","Yes",1
5891,"Yes","No",1
5898,"Yes","No",1
5901,"Yes","No",1
5909,"No","Yes",1
5917,"Yes","No",1
5923,"No","Yes",1
5935,"Yes","No",1
5948,"No","Yes",1
5950,"Yes","No",1
5971,"Yes","No",1
5972,"No","Yes",1
5976,"Yes","No",1
5982,"Yes","No",1
5984,"Yes","No",1
5985,"Yes","No",1
5995,"Yes","No",1
5996,"Yes","No",1
5997,"Yes","No",1
6002,"Yes","No",1
6029,"No","Yes",1
6039,"Yes","No",1
6092,"Yes","No",1
6093,"Yes","No",1
6094,"Yes","No",1
6097,"No","Yes",1
6102,"Yes","No",1
6132,"Yes","No",1
6137,"Yes","No",1
6139,"Yes","No",1
6141,"No","Yes",1
6142,"No","Yes",1
6143,"Yes","No",1
6150,"Yes","No",1
6157,"Yes","No",1
6167,"No","Yes",1
6169,"No","Yes",1
6170,"No","Yes",1
6188,"Yes","No",1
6189,"Yes","No",1
6192,"No","Yes",1
6193,"Yes","No",1
6202,"Yes","No",1
6208,"No","Yes",1
6209,"No","Yes",1
6224,"No","Yes",1
6227,"No","Yes",1
6241,"Yes","No",1
6249,"Yes","No",1
6271,"No","Yes",1
6282,"Yes","No",1
6288,"No","Yes",1
6289,"No","Yes",1
6297,"Yes","No",1
6324,"Yes","No",1
6326,"Yes","No",1
6330,"Yes","No",1
6337,"Yes","No",1
6342,"Yes","No",1
6347,"No","Yes",1
6352,"Yes","No",1
6358,"No","Yes",1
6362,"No","Yes",1
6366,"No","Yes",1
6387,"Yes","No",1
6388,"Yes","No",1
6390,"Yes","No",1
6392,"Yes","No",1
6423,"No","Yes",1
6424,"No","Yes",1
6433,"Yes","No",1
6447,"No","Yes",1
6452,"Yes","No",1
6462,"No","Yes",1
6472,"Yes","No",1
6478,"Yes","No",1
6495,"Yes","No",1
6505,"Yes","No",1
6507,"Yes","No",1
6520,"No","Yes",1
6523,"No","Yes",1
6526,"Yes","No",1
6531,"No","Yes",1
6535,"No","Yes",1
6541,"Yes","No",1
6546,"No","Yes",1
6550,"No","Yes",1
6563,"Yes","No",1
6564,"Yes","No",1
6566,"Yes","No",1
6567,"Yes","No",1
6568,"No","Yes",1
6602,"Yes","No",1
6609,"Yes","No",1
6614,"No","Yes",1
6615,"No","Yes",1
6627,"Yes","No",1
6638,"Yes","No",1
6646,"Yes","No",1
6655,"Yes","No",1
6667,"Yes","No",1
6672,"Yes","No",1
6678,"No","Yes",1
6688,"Yes","No",1
6695,"Yes","No",1
6710,"Yes","No",1
6731,"Yes","No",1
6732,"Yes","No",1
6737,"Yes","No",1
6742,"Yes","No",1
6749,"Yes","No",1
6750,"No","Yes",1
6751,"Yes","No",1
6752,"Yes","No",1
6787,"Yes","No",1
6790,"Yes","No",1
6793,"Yes","No",1
6810,"Yes","No",1
6819,"No","Yes",1
6821,"Yes","No",1
6832,"Yes","No",1
6844,"Yes","No",1
6869,"No","Yes",1
6872,"Yes","No",1
6883,"Yes","No",1
6890,"Yes","No",1
6916,"Yes","No",1
6920,"Yes","No",1
6925,"Yes","No",1
6926,"Yes","No",1
6932,"Yes","No",1
6935,"Yes","No",1
6996,"Yes","No",1
7004,"Yes","No",1
7008,"Yes","No",1
7018,"No","Yes",1
7020,"Yes","No",1
7029,"Yes","No",1
7036,"No","Yes",1
7043,"Yes","No",1
7049,"No","Yes",1
7067,"Yes","No",1
7068,"Yes","No",1
7088,"Yes","No",1
7089,"Yes","No",1
7097,"Yes","No",1
7098,"Yes","No",1
7099,"Yes","No",1
7102,"No","Yes",1
7105,"Yes","No",1
7114,"Yes","No",1
7128,"Yes","No",1
7163,"No","Yes",1
7164,"Yes","No",1
7167,"Yes","No",1
7168,"Yes","No",1
7172,"Yes","No",1
7180,"No","Yes",1
7188,"Yes","No",1
7227,"Yes","No",1
7259,"Yes","No",1
7263,"Yes","No",1
7274,"Yes","No",1
7276,"No","Yes",1
7280,"Yes","No",1
7289,"Yes","No",1
7290,"Yes","No",1
7298,"Yes","No",1
7316,"Yes","No",1
7322,"Yes","No",1
7329,"Yes","No",1
7345,"Yes","No",1
7351,"No","Yes",1
7357,"Yes","No",1
7378,"Yes","No",1
7384,"Yes","No",1
7385,"Yes","No",1
7388,"Yes","No",1
7404,"No","Yes",1
7409,"Yes","No",1
7423,"Yes","No",1
7424,"Yes","No",1
7436,"Yes","No",1
7442,"Yes","No",1
7448,"No","Yes",1
7456,"Yes","No",1
7458,"Yes","No",1
7462,"Yes","No",1
7468,"Yes","No",1
7482,"No","Yes",1
7490,"Yes","No",1
7503,"No","Yes",1
7511,"Yes","No",1
7533,"Yes","No",1
7544,"No","Yes",1
7570,"Yes","No",1
7690,"Yes","No",1
7703,"Yes","No",1
7704,"No","Yes",1
7757,"No","Yes",1
7772,"No","Yes",1
7775,"Yes","No",1
7782,"Yes","No",1
7783,"No","Yes",1
7784,"No","Yes",1
7791,"Yes","No",1
7802,"Yes","No",1
7832,"Yes","No",1
7849,"Yes","No",1
7850,"No","Yes",1
7851,"Yes","No",1
7857,"No","Yes",1
7869,"Yes","No",1
7873,"Yes","No",1
7915,"Yes","No",1
7917,"No","Yes",1
7940,"No","Yes",1
7941,"No","Yes",1
7957,"Yes","No",1
7979,"Yes","No",1
8013,"Yes","No",1
8038,"No","Yes",1
8091,"Yes","No",1
8100,"Yes","No",1
8106,"Yes","No",1
8187,"Yes","No",1
8209,"No","Yes",1
8228,"Yes","No",1
8284,"No","Yes",1
8287,"No","Yes",1
8291,"Yes","No",1
8312,"Yes","No",1
8318,"No","Yes",1
8363,"No","Yes",1
8395,"No","Yes",1
8404,"Yes","No",1
8411,"Yes","No",1
8425,"Yes","No",1
8431,"No","Yes",1
8436,"No","Yes",1
8445,"Yes","No",1
8448,"Yes","No",1
8473,"Yes","No",1
8477,"Yes","No",1
8490,"Yes","No",1
8497,"Yes","No",1
8502,"Yes","No",1
8503,"Yes","No",1
8505,"Yes","No",1
8507,"No","Yes",1
8508,"Yes","No",1
8526,"Yes","No",1
8530,"No","Yes",1
8531,"Yes","No",1
8532,"No","Yes",1
8534,"No","Yes",1
8536,"No","Yes",1
8537,"Yes","No",1
8538,"Yes","No",1
8547,"No","Yes",1
8560,"Yes","No",1
8578,"Yes","No",1
8604,"Yes","No",1
8609,"Yes","No",1
8611,"Yes","No",1
8638,"No","Yes",1
8643,"Yes","No",1
8653,"No","Yes",1
8661,"Yes","No",1
8662,"Yes","No",1
8676,"Yes","No",1
8701,"Yes","No",1
8705,"No","Yes",1
8717,"Yes","No",1
8723,"Yes","No",1
8727,"Yes","No",1
8731,"Yes","No",1
8771,"No","Yes",1
8780,"Yes","No",1
8784,"No","Yes",1
8795,"Yes","No",1
8803,"Yes","No",1
8819,"Yes","No",1
8821,"Yes","No",1
8825,"No","Yes",1
8826,"Yes","No",1
8832,"Yes","No",1
8835,"No","Yes",1
8836,"Yes","No",1
8844,"Yes","No",1
8853,"No","Yes",1
8858,"No","Yes",1
8877,"No","Yes",1
8905,"Yes","No",1
8972,"No","Yes",1
8985,"Yes","No",1
8999,"No","Yes",1
9019,"Yes","No",1
9020,"No","Yes",1
9021,"No","Yes",1
9027,"Yes","No",1
9031,"Yes","No",1
9034,"Yes","No",1
9037,"Yes","No",1
9047,"No","Yes",1
9050,"Yes","No",1
9051,"No","Yes",1
9052,"Yes","No",1
9053,"No","Yes",1
9071,"Yes","No",1
9075,"Yes","No",1
9086,"No","Yes",1
9104,"Yes","No",1
9111,"Yes","No",1
9121,"Yes","No",1
9122,"Yes","No",1
9131,"Yes","No",1
9140,"Yes","No",1
9145,"Yes","No",1
9169,"Yes","No",1
9172,"No","Yes",1
9194,"Yes","No",1
9197,"Yes","No",1
9201,"Yes","No",1
9211,"Yes","No",1
9213,"Yes","No",1
9227,"Yes","No",1
9228,"No","Yes",1
9246,"Yes","No",1
9254,"Yes","No",1
9256,"Yes","No",1
9258,"Yes","No",1
9260,"No","Yes",1
9278,"No","Yes",1
9319,"Yes","No",1
9324,"Yes","No",1
9332,"Yes","No",1
9362,"No","Yes",1
9369,"Yes","No",1
9380,"Yes","No",1
9388,"No","Yes",1
9390,"No","Yes",1
9394,"Yes","No",1
9404,"Yes","No",1
9427,"No","Yes",1
9445,"Yes","No",1
9448,"Yes","No",1
9456,"Yes","No",1
9465,"Yes","No",1
9470,"Yes","No",1
9477,"Yes","No",1
9479,"Yes","No",1
9481,"Yes","No",1
9509,"No","Yes",1
9513,"Yes","No",1
9524,"Yes","No",1
9530,"Yes","No",1
9531,"Yes","No",1
9536,"No","Yes",1
9547,"Yes","No",1
9555,"Yes","No",1
9568,"No","Yes",1
9586,"Yes","No",1
9601,"Yes","No",1
9603,"Yes","No",1
9610,"No","Yes",1
9615,"No","Yes",1
9619,"Yes","No",1
9622,"No","Yes",1
9628,"No","Yes",1
9630,"Yes","No",1
9643,"Yes","No",1
9645,"Yes","No",1
9649,"Yes","No",1
9651,"No","Yes",1
9700,"Yes","No",1
9703,"Yes","No",1
9710,"Yes","No",1
9719,"Yes","No",1
9720,"Yes","No",1
9725,"Yes","No",1
9729,"Yes","No",1
9732,"Yes","No",1
9735,"Yes","No",1
9737,"Yes","No",1
9754,"Yes","No",1
9761,"Yes","No",1
9768,"No","Yes",1
9771,"Yes","No",1
9796,"No","Yes",1
9801,"Yes","No",1
9815,"Yes","No",1
9824,"No","Yes",1
9829,"Yes","No",1
9833,"Yes","No",1
9836,"Yes","No",1
9844,"Yes","No",1
9846,"Yes","No",1
9848,"Yes","No",1
9852,"Yes","No",1
9854,"Yes","No",1
9870,"Yes","No",1
9871,"Yes","No",1
9881,"Yes","No",1
9901,"Yes","No",1
9915,"Yes","No",1
9935,"Yes","No",1
9938,"Yes","No",1
9940,"Yes","No",1
9953,"Yes","No",1
9956,"No","Yes",1
9963,"Yes","No",1
10008,"Yes","No",1
10009,"Yes","No",1
10010,"Yes","No",1
10019,"Yes","No",1
10024,"No","Yes",1
10040,"Yes","No",1
10044,"Yes","No",1
10050,"Yes","No",1
10051,"Yes","No",1
10052,"Yes","No",1
10053,"Yes","No",1
10068,"Yes","No",1
10085,"Yes","No",1
10092,"Yes","No",1
10094,"Yes","No",1
10102,"Yes","No",1
10110,"Yes","No",1
10114,"Yes","No",1
10116,"Yes","No",1
10117,"Yes","No",1
10135,"Yes","No",1
10138,"Yes","No",1
10140,"Yes","No",1
10144,"Yes","No",1
10148,"No","Yes",1
10152,"Yes","No",1
10154,"Yes","No",1
10161,"Yes","No",1
10163,"Yes","No",1
10171,"Yes","No",1
10203,"Yes","No",1
10205,"Yes","No",1
10217,"Yes","No",1
10226,"Yes","No",1
10231,"Yes","No",1
10252,"Yes","No",1
10256,"No","Yes",1
10261,"No","Yes",1
10267,"No","Yes",1
10279,"Yes","No",1
10282,"Yes","No",1
10317,"No","Yes",1
10327,"Yes","No",1
10335,"Yes","No",1
10336,"Yes","No",1
10345,"No","Yes",1
10351,"Yes","No",1
10365,"No","Yes",1
10381,"No","Yes",1
10384,"Yes","No",1
10385,"Yes","No",1
10391,"Yes","No",1
10392,"Yes","No",1
10396,"Yes","No",1
10397,"Yes","No",1
10399,"No","Yes",1
10406,"Yes","No",1
10410,"No","Yes",1
10417,"No","Yes",1
10418,"Yes","No",1
10435,"Yes","No",1
10437,"Yes","No",1
10446,"Yes","No",1
10449,"No","Yes",1
10455,"Yes","No",1
10460,"Yes","No",1
10487,"Yes","No",1
10489,"Yes","No",1
10495,"Yes","No",1
10501,"No","Yes",1
10505,"Yes","No",1
10516,"Yes","No",1
10529,"Yes","No",1
10535,"No","Yes",1
10537,"Yes","No",1
10538,"No","Yes",1
10544,"No","Yes",1
10551,"No","Yes",1
10552,"Yes","No",1
10553,"Yes","No",1
10561,"Yes","No",1
10562,"No","Yes",1
10570,"No","Yes",1
10580,"Yes","No",1
10581,"No","Yes",1
10602,"Yes","No",1
10614,"Yes","No",1
10631,"No","Yes",1
10636,"Yes","No",1
10659,"Yes","No",1
10673,"Yes","No",1
10681,"Yes","No",1
10687,"Yes","No",1
10699,"Yes","No",1
10720,"No","Yes",1
10733,"Yes","No",1
10750,"Yes","No",1
10766,"Yes","No",1
10781,"Yes","No",1
10788,"Yes","No",1
10791,"Yes","No",1
10810,"Yes","No",1
10855,"Yes","No",1
10863,"Yes","No",1
10876,"No","Yes",1
10882,"No","Yes",1
10890,"Yes","No",1
10903,"Yes","No",1
10908,"Yes","No",1
10915,"Yes","No",1
10921,"Yes","No",1
10924,"Yes","No",1
10935,"Yes","No",1
10938,"Yes","No",1
10959,"Yes","No",1
10960,"Yes","No",1
10965,"No","Yes",1
10966,"No","Yes",1
10981,"Yes","No",1
10982,"Yes","No",1
10991,"No","Yes",1
10993,"No","Yes",1
10994,"Yes","No",1
11007,"Yes","No",1
11010,"Yes","No",1
11015,"No","Yes",1
11031,"Yes","No",1
11033,"Yes","No",1
11035,"Yes","No",1
11040,"Yes","No",1
11056,"Yes","No",1
11065,"No","Yes",1
11067,"Yes","No",1
11069,"Yes","No",1
11072,"Yes","No",1
11076,"No","Yes",1
11082,"Yes","No",1
11108,"Yes","No",1
11112,"Yes","No",1
11113,"No","Yes",1
11116,"Yes","No",1
11118,"Yes","No",1
11119,"Yes","No",1
11120,"Yes","No",1
11131,"No","Yes",1
11137,"Yes","No",1
11162,"Yes","No",1
11163,"Yes","No",1
11173,"No","Yes",1
11177,"Yes","No",1
11186,"Yes","No",1
11187,"No","Yes",1
11190,"Yes","No",1
11212,"Yes","No",1
11216,"Yes","No",1
11219,"No","Yes",1
11227,"No","Yes",1
11228,"Yes","No",1
11230,"No","Yes",1
11240,"Yes","No",1
