GeneID,GSM1543544,GSM1543545,GSM1543546,GSM1543547
124908242,426,2991,17,321
124908243,426,2991,17,321
124908244,426,2991,17,321
124908245,426,2991,17,321
124908246,426,2991,17,321
124908247,426,2991,17,321
124908248,426,2991,17,321
124908249,426,2991,17,321
124908257,426,2991,17,321
124908268,426,2991,17,321
124908278,426,2991,17,321
124908289,426,2991,17,321
124908300,426,2991,17,321
124908310,426,2991,17,321
124908316,426,2991,17,321
124908327,426,2991,17,321
124908336,426,2991,17,321
124908347,426,2991,17,321
124908358,426,2991,17,321
124908368,426,2991,17,321
124908369,426,2991,17,321
124908370,426,2991,17,321
124908371,426,2991,17,321
124908372,426,2991,17,321
124908373,426,2991,17,321
124908374,426,2991,17,321
124908375,426,2991,17,321
124908376,426,2991,17,321
124908377,426,2991,17,321
124908378,426,2991,17,321
124908379,426,2991,17,321
124908380,426,2991,17,321
124908381,426,2991,17,321
124908382,426,2991,17,321
124908383,426,2991,17,321
124908384,426,2991,17,321
124908385,426,2991,17,321
124908386,426,2991,17,321
124908387,426,2991,17,321
124908388,426,2991,17,321
124908389,426,2991,17,321
124908390,426,2991,17,321
124908391,426,2991,17,321
124908392,426,2991,17,321
124908393,426,2991,17,321
124908474,426,2991,17,321
124908494,426,2991,17,321
124908504,426,2991,17,321
124908512,426,2991,17,321
124908513,426,2991,17,321
124908514,426,2991,17,321
124908515,426,2991,17,321
124908516,426,2991,17,321
124908517,426,2991,17,321
124908518,426,2991,17,321
124908519,426,2991,17,321
124908520,426,2991,17,321
124908521,426,2991,17,321
124908522,426,2991,17,321
124908523,426,2991,17,321
124908524,426,2991,17,321
124908525,426,2991,17,321
124908527,426,2991,17,321
3812,0,0,0,0
2204,1,0,0,0
102466103,1,0,2,0
102465525,0,0,1,0
23191,3003,972,4779,2017
79166,0,0,0,0
102465473,0,0,0,0
57062,3830,4454,3085,2356
100996465,3,2,10,1
6606,645,88,206,169
6607,645,88,206,169
3811,0,0,0,0
102465134,0,0,0,0
125931,0,0,0,0
102465458,0,0,0,0
57636,148,20,342,74
1850,17,11,29,34
3802,0,0,0,0
8339,22,7,9,14
131675794,355,107,371,143
100506658,60,6,5,27
389856,127,84,304,138
4585,2,3,30,5
343563,0,0,0,0
401993,0,0,0,0
102465832,0,0,0,0
115399,35,11,55,27
29844,43,20,48,27
100033450,0,0,0,0
102465507,0,0,0,0
6880,629,340,277,356
28227,159,75,316,63
8045,35,1,7,7
79166,5,0,0,0
55814,100,26,66,67
102465909,0,0,0,0
441864,0,0,0,0
105373373,1,1,0,1
102465868,0,0,0,0
79166,0,0,0,0
11026,0,0,0,0
3804,0,0,3,1
286077,440,362,240,219
79042,0,0,3,4
102466738,0,0,0,0
79159,1055,467,393,271
3812,0,0,0,0
102466876,0,0,0,0
135924,0,0,0,0
9437,0,0,0,0
79166,0,0,0,0
3809,0,0,0,0
102465528,0,0,0,0
8764,2041,1294,9290,1406
4849,17,5,14,6
112724,129,27,88,24
102466201,0,0,0,0
3804,0,0,0,0
26496,0,0,0,0
283767,0,0,0,0
440243,0,0,0,0
8355,4,0,10,3
4585,4,10,72,13
10990,223,1,4,4
55655,21,35,8,12
5796,912,460,402,443
11027,114,0,49,10
6203,15423,10296,3331,3082
378706,28455,5176,28147,7966
388685,238,42,88,79
105371225,238,42,88,79
105371226,238,42,88,79
103504740,0,0,0,0
100133121,91,96,117,128
102466741,1,0,0,0
3811,0,0,0,0
647042,0,0,31,5
729461,2,0,0,0
11276,301,156,873,439
100532735,11,2,67,13
51206,0,0,4,0
9437,0,0,0,0
100616416,0,0,0,0
102465253,0,0,0,0
28983,0,0,0,0
103504727,0,0,0,0
102465257,1,0,0,1
729438,13,1,119,14
29844,43,20,48,27
79042,0,0,3,4
3904,0,0,1,0
145270,721,10,2679,5
677850,0,0,0,0
390538,0,0,0,0
3804,0,0,0,0
440563,0,0,0,0
3903,1164,15,445,106
102465466,0,0,0,0
91689,951,1211,339,621
353514,14,4,8,7
102466518,1,0,0,1
79166,0,0,0,0
400258,12,11,0,14
79042,607,254,157,160
1089,13,3,18,3
102466732,2,0,1,1
9172,41,507,283,635
57292,1,0,0,0
26121,267,87,82,67
83547,243,374,732,217
3811,0,0,0,0
79168,3,1,33,0
9228,0,8,45,6
643707,9,0,33,0
647042,9,0,33,0
102724117,9,0,33,0
102465871,0,0,0,0
199713,2,0,0,1
4849,17,5,14,6
256302,476,222,638,362
474382,0,0,5,0
23547,39,0,0,0
3805,0,0,0,0
3805,0,0,0,0
79143,0,0,16,0
100131980,1,0,6,0
100132396,1,0,6,0
225689,262,28,6,64
195977,1,0,4,0
30837,81,46,1745,401
6348,90,6,17,5
729877,0,0,0,0
30837,115,29,324,16
3805,0,0,0,0
6352,972,121,340,146
5644,0,0,1,1
283683,9,12,67,42
115653,0,0,0,0
102465436,4,0,6,0
102465800,0,0,0,0
6080,6,0,1,1
374868,0,0,0,0
645051,2,0,0,0
102724560,77,53,20,3
102464824,0,1,3,0
3813,0,0,0,0
151,18,43,113,164
23513,861,325,544,306
8344,14,1,9,0
26063,841,2005,521,772
102465521,0,0,1,0
114823,276,14,105,16
100847074,0,0,0,0
677821,0,0,0,0
10990,5,0,20,0
102466727,0,0,0,0
440295,153,100,378,85
3809,0,0,0,0
50837,0,0,0,0
9884,0,0,0,8
474170,0,0,0,8
389831,211,72,1012,328
102724219,211,72,1012,328
102724701,211,72,1012,328
114990,1239,288,814,374
29965,1685,1491,61,486
79820,1,9,0,2
56302,0,6,0,10
26149,116,179,79,124
286075,88,23,157,76
101928160,88,23,157,76
4696,1885,1974,482,724
390660,5,0,8,0
102466984,0,0,0,0
5626,0,0,1,0
147798,41,21,12,24
100129924,10,11,18,13
102465533,0,0,0,0
7179,0,1,0,0
105379278,0,1,0,0
115653,0,0,0,0
3804,0,0,0,0
440243,9,0,21,24
124907501,9,0,21,24
10407,0,0,0,0
653423,0,0,0,0
124906741,0,0,0,0
3809,0,0,0,0
3804,0,0,0,0
102466659,0,0,0,0
112724,129,27,88,24
101060389,0,0,7,0
9231,343,28,1053,179
91319,426,36,56,23
100132285,2,0,0,0
10594,3876,860,3239,1714
100130301,3,1,0,1
5003,53,83,6,112
3813,0,0,0,0
102466247,0,0,0,0
6343,15,7,5,2
7531,5785,4629,8434,5161
115653,0,0,0,0
4062,200,1,4,1
102466745,2,0,3,0
94059,67,38,0,0
112724,129,27,88,24
115653,0,0,0,0
729873,818,141,15,1
101060376,818,141,15,1
10288,4,0,4,0
100132285,0,0,0,0
81554,1891,1309,2299,1543
645832,0,1,2,2
3809,1,0,0,0
115891964,92,24,123,59
7262,88,3,20,11
100131608,0,0,0,0
100133251,0,0,0,0
124906737,0,0,0,0
1139,0,0,38,0
9300,0,0,0,0
102466758,0,0,0,0
115653,0,0,0,0
51206,0,0,4,0
199713,1,0,0,0
3975,1,171,0,278
2204,2,0,0,5
6066,3,9,0,4
11025,5,0,8,0
102725035,5,0,8,0
107987425,5,0,8,0
107987462,5,0,8,0
139189,3,2,0,0
440804,0,4,54,0
3805,0,0,0,0
729873,35,0,0,0
101060351,35,0,0,0
101060389,35,0,0,0
4849,325,251,30,3
8361,1,0,2,1
1675,2910,90,153,131
102465136,0,0,2,0
102465523,1,0,4,0
6203,15423,10304,3330,3082
84662,432,87,1008,739
55655,0,0,0,4
115653,0,0,0,0
338428,0,0,0,0
8348,0,0,1,0
6203,64,44,758,232
26121,266,87,82,67
388882,0,0,4,0
5816,7,1301,17,651
10859,2,0,6,0
153562,102,236,51,206
79042,0,0,3,4
730394,243,29,176,157
57292,0,0,0,0
84221,154,63,92,63
57407,1790,1946,510,594
3802,0,0,0,0
115653,0,0,0,0
102465456,0,0,0,2
259293,0,0,0,1
126014,3,1,0,1
619554,0,0,0,0
553128,0,0,0,0
102465856,0,0,0,0
3809,0,0,0,0
3812,0,0,0,0
115653,0,0,0,0
9639,207,52,655,129
245908,0,0,0,0
504180,0,0,0,0
124906747,0,0,0,0
89839,3,0,1,1
6368,7,27,1,11
3810,0,0,0,0
163227,52,32,57,18
337878,0,0,0,0
8353,48,28,62,29
115653,0,0,0,0
101929983,0,0,0,0
284106,2878,7743,888,1603
102465135,0,0,0,0
23420,5367,1412,2977,2082
57661,356,101,1008,271
3802,0,0,0,0
115653,0,0,0,0
79166,0,0,0,0
102723532,0,0,0,0
79042,0,0,3,4
55814,156,40,397,208
102465460,0,0,0,0
3809,0,0,0,0
414059,16,0,64,7
101060321,16,0,64,7
102464829,0,0,0,0
100532724,55,48,97,25
81037,501,24,530,144
102465463,10,2,4,2
390502,1,0,0,0
102465457,0,0,0,0
102465689,0,0,0,0
79166,0,0,0,0
5073,448,193,534,331
3804,0,0,0,0
102466735,0,0,0,0
5545,0,1,2,0
79166,0,0,0,0
200958,233,237,1670,212
79922,0,0,244,105
79166,0,0,0,0
127074,0,0,0,0
147798,0,0,1,0
284415,0,1,2,0
441864,0,0,0,0
51112,294,102,177,46
26121,267,87,82,67
147798,0,0,1,0
353514,15,6,11,11
100008587,426,2992,17,321
124907114,426,2992,17,321
124907115,426,2992,17,321
124907116,426,2992,17,321
124907117,426,2992,17,321
124907118,426,2992,17,321
124907119,426,2992,17,321
124907120,426,2992,17,321
124907121,426,2992,17,321
124907122,426,2992,17,321
124907123,426,2992,17,321
124907124,426,2992,17,321
124907125,426,2992,17,321
124907126,426,2992,17,321
124907127,426,2992,17,321
124907128,426,2992,17,321
124907129,426,2992,17,321
124907130,426,2992,17,321
124907131,426,2992,17,321
124907132,426,2992,17,321
124907133,426,2992,17,321
124907134,426,2992,17,321
124907135,426,2992,17,321
124907136,426,2992,17,321
124907137,426,2992,17,321
124907138,426,2992,17,321
124907139,426,2992,17,321
124907140,426,2992,17,321
124907141,426,2992,17,321
124907142,426,2992,17,321
124907143,426,2992,17,321
124907144,426,2992,17,321
124907145,426,2992,17,321
124907146,426,2992,17,321
124907147,426,2992,17,321
124907148,426,2992,17,321
124907149,426,2992,17,321
124907150,426,2992,17,321
124907151,426,2992,17,321
124907152,426,2992,17,321
124907153,426,2992,17,321
124907154,426,2992,17,321
124907155,426,2992,17,321
124907160,426,2992,17,321
124907172,426,2992,17,321
124907183,426,2992,17,321
124907194,426,2992,17,321
124907205,426,2992,17,321
124907216,426,2992,17,321
124907227,426,2992,17,321
124907238,426,2992,17,321
124907248,426,2992,17,321
124907258,426,2992,17,321
124907269,426,2992,17,321
124907280,426,2992,17,321
124907291,426,2992,17,321
124907302,426,2992,17,321
124907313,426,2992,17,321
124907324,426,2992,17,321
124907327,426,2992,17,321
124907328,426,2992,17,321
124907329,426,2992,17,321
124907330,426,2992,17,321
124907331,426,2992,17,321
124907332,426,2992,17,321
124907333,426,2992,17,321
124907334,426,2992,17,321
124907335,426,2992,17,321
124907336,426,2992,17,321
124907337,426,2992,17,321
124907338,426,2992,17,321
124907339,426,2992,17,321
124907340,426,2992,17,321
124907341,426,2992,17,321
124907342,426,2992,17,321
124907343,426,2992,17,321
124907439,426,2992,17,321
124907440,426,2992,17,321
124907450,426,2992,17,321
124907458,426,2992,17,321
124907467,426,2992,17,321
124907475,426,2992,17,321
124907476,426,2992,17,321
124907477,426,2992,17,321
124907478,426,2992,17,321
124907479,426,2992,17,321
124907480,426,2992,17,321
124907481,426,2992,17,321
124907482,426,2992,17,321
124907483,426,2992,17,321
124907484,426,2992,17,321
124907572,426,2992,17,321
124907573,426,2992,17,321
124907574,426,2992,17,321
124907575,426,2992,17,321
124907576,426,2992,17,321
124907577,426,2992,17,321
124907578,426,2992,17,321
124907579,426,2992,17,321
124907580,426,2992,17,321
124907581,426,2992,17,321
124907584,426,2992,17,321
124907585,426,2992,17,321
124907586,426,2992,17,321
124907587,426,2992,17,321
124907588,426,2992,17,321
124907589,426,2992,17,321
124907590,426,2992,17,321
124907591,426,2992,17,321
124907592,426,2992,17,321
124907593,426,2992,17,321
124907594,426,2992,17,321
124907595,426,2992,17,321
124907596,426,2992,17,321
124907597,426,2992,17,321
124907598,426,2992,17,321
124907600,426,2992,17,321
124907611,426,2992,17,321
124907622,426,2992,17,321
124907633,426,2992,17,321
124907644,426,2992,17,321
124907655,426,2992,17,321
124907662,426,2992,17,321
124907673,426,2992,17,321
124907684,426,2992,17,321
124907694,426,2992,17,321
124907705,426,2992,17,321
124907709,426,2992,17,321
124907710,426,2992,17,321
124907711,426,2992,17,321
124907712,426,2992,17,321
124907713,426,2992,17,321
124907714,426,2992,17,321
124907715,426,2992,17,321
124907716,426,2992,17,321
124907717,426,2992,17,321
124907718,426,2992,17,321
124907719,426,2992,17,321
124907720,426,2992,17,321
124907721,426,2992,17,321
124908237,426,2992,17,321
124908238,426,2992,17,321
124908239,426,2992,17,321
124908240,426,2992,17,321
124908241,426,2992,17,321
124908242,426,2992,17,321
124908243,426,2992,17,321
124908244,426,2992,17,321
124908245,426,2992,17,321
124908246,426,2992,17,321
124908247,426,2992,17,321
124908248,426,2992,17,321
124908249,426,2992,17,321
124908257,426,2992,17,321
124908268,426,2992,17,321
124908278,426,2992,17,321
124908289,426,2992,17,321
124908300,426,2992,17,321
124908310,426,2992,17,321
124908316,426,2992,17,321
124908327,426,2992,17,321
124908336,426,2992,17,321
124908347,426,2992,17,321
124908358,426,2992,17,321
124908368,426,2992,17,321
124908369,426,2992,17,321
124908370,426,2992,17,321
124908371,426,2992,17,321
124908372,426,2992,17,321
124908373,426,2992,17,321
124908374,426,2992,17,321
124908375,426,2992,17,321
124908376,426,2992,17,321
124908377,426,2992,17,321
124908378,426,2992,17,321
124908379,426,2992,17,321
124908380,426,2992,17,321
124908381,426,2992,17,321
124908382,426,2992,17,321
124908383,426,2992,17,321
124908384,426,2992,17,321
124908385,426,2992,17,321
124908386,426,2992,17,321
124908387,426,2992,17,321
124908388,426,2992,17,321
124908389,426,2992,17,321
124908390,426,2992,17,321
124908391,426,2992,17,321
124908392,426,2992,17,321
124908393,426,2992,17,321
124908474,426,2992,17,321
124908494,426,2992,17,321
124908504,426,2992,17,321
124908512,426,2992,17,321
124908513,426,2992,17,321
124908514,426,2992,17,321
124908515,426,2992,17,321
124908516,426,2992,17,321
124908517,426,2992,17,321
124908518,426,2992,17,321
124908519,426,2992,17,321
124908520,426,2992,17,321
124908521,426,2992,17,321
124908522,426,2992,17,321
124908523,426,2992,17,321
124908524,426,2992,17,321
124908525,426,2992,17,321
124908527,426,2992,17,321
3811,0,0,0,0
3809,0,0,0,0
3802,0,0,0,0
102465688,0,0,0,0
102724862,16,0,8,11
11024,47,3,117,4
414059,22,1,85,7
101060321,22,1,85,7
102466879,0,1,0,0
4849,17,5,14,6
3805,3,0,0,0
3809,0,0,0,0
3811,0,0,0,0
6203,19329,13984,4635,4024
3804,0,0,3,1
284415,0,1,2,0
3805,0,0,0,0
3809,0,0,0,0
3705,730,676,3139,832
4308,4,0,0,6
102465462,0,0,0,0
448831,1,0,5,0
102465440,0,0,0,0
26824,2,4,0,1
102466192,0,0,2,0
102465527,0,0,0,0
102465862,0,0,0,0
85235,1,0,0,1
677804,0,0,0,0
102466873,0,0,0,0
1652,3187,4985,1065,1711
100037417,3187,4985,1065,1711
140883,22,3,56,6
3804,0,0,0,0
283767,0,0,0,0
440243,0,0,0,0
23532,298,22,0,32
11025,69,1,85,7
102725035,69,1,85,7
107987425,69,1,85,7
107987462,69,1,85,7
102465451,0,0,3,0
4302,635,1185,4262,892
284207,681,407,933,681
102724101,0,0,0,0
80212,1028,365,1410,693
102465880,1,0,3,1
3813,0,0,0,0
9303,0,0,0,0
2966,95,14,40,35
728340,95,14,40,35
9271,4,0,4,1
57223,921,819,1900,1284
115653,0,0,0,0
11276,290,208,687,445
102466199,0,0,0,1
692088,0,0,0,0
79873,470,612,738,228
79888,4315,154,5161,261
3802,0,0,0,0
55655,0,0,0,4
3812,0,0,0,0
29844,43,20,48,27
6360,1,3,3,3
79893,986,388,898,458
102466983,0,0,1,0
343563,0,0,0,1
401993,0,0,0,1
102465469,0,0,2,0
102465251,0,0,0,0
7549,123,76,278,115
729428,0,0,0,0
26121,266,87,82,67
79143,473,279,357,91
387357,22,1,3,2
441864,0,0,0,0
127281,450,312,1449,381
8368,1,0,0,0
100033433,0,0,0,0
2204,0,0,0,0
102465535,0,0,1,0
677781,0,0,0,0
2483,350,378,126,168
6360,2,8,4,7
101060351,0,0,1577,228
102723859,0,0,1577,228
9437,1,0,7,0
10242,3,0,5,26
79042,0,0,3,4
102465488,0,0,0,0
102465489,1,0,3,0
115653,0,0,0,0
31,389,267,314,264
2843,1,0,20,5
94059,11,0,71,0
7365,0,0,0,1
3802,0,0,0,0
10000,3,1,13,2
102465443,1,0,2,0
102466726,0,0,1,0
1565,14,3,16,0
3429,5566,1938,1135,1061
109910381,426,2991,17,321
124907114,426,2991,17,321
124907115,426,2991,17,321
124907116,426,2991,17,321
124907117,426,2991,17,321
124907118,426,2991,17,321
124907119,426,2991,17,321
124907120,426,2991,17,321
124907121,426,2991,17,321
124907122,426,2991,17,321
124907123,426,2991,17,321
124907124,426,2991,17,321
124907125,426,2991,17,321
124907126,426,2991,17,321
124907127,426,2991,17,321
124907128,426,2991,17,321
124907129,426,2991,17,321
124907130,426,2991,17,321
124907131,426,2991,17,321
124907132,426,2991,17,321
124907133,426,2991,17,321
124907134,426,2991,17,321
124907135,426,2991,17,321
124907136,426,2991,17,321
124907137,426,2991,17,321
124907138,426,2991,17,321
124907139,426,2991,17,321
124907140,426,2991,17,321
124907141,426,2991,17,321
124907142,426,2991,17,321
124907143,426,2991,17,321
124907144,426,2991,17,321
124907145,426,2991,17,321
124907146,426,2991,17,321
124907147,426,2991,17,321
124907148,426,2991,17,321
124907149,426,2991,17,321
124907150,426,2991,17,321
124907151,426,2991,17,321
124907152,426,2991,17,321
124907153,426,2991,17,321
124907154,426,2991,17,321
124907155,426,2991,17,321
124907160,426,2991,17,321
124907172,426,2991,17,321
124907183,426,2991,17,321
124907194,426,2991,17,321
124907205,426,2991,17,321
124907216,426,2991,17,321
124907227,426,2991,17,321
124907238,426,2991,17,321
124907248,426,2991,17,321
124907258,426,2991,17,321
124907269,426,2991,17,321
124907280,426,2991,17,321
124907291,426,2991,17,321
124907302,426,2991,17,321
124907313,426,2991,17,321
124907324,426,2991,17,321
124907327,426,2991,17,321
124907328,426,2991,17,321
124907329,426,2991,17,321
124907330,426,2991,17,321
124907331,426,2991,17,321
124907332,426,2991,17,321
124907333,426,2991,17,321
124907334,426,2991,17,321
124907335,426,2991,17,321
124907336,426,2991,17,321
124907337,426,2991,17,321
124907338,426,2991,17,321
124907339,426,2991,17,321
124907340,426,2991,17,321
124907341,426,2991,17,321
124907342,426,2991,17,321
124907343,426,2991,17,321
124907439,426,2991,17,321
124907440,426,2991,17,321
124907450,426,2991,17,321
124907458,426,2991,17,321
124907467,426,2991,17,321
124907475,426,2991,17,321
124907476,426,2991,17,321
124907477,426,2991,17,321
124907478,426,2991,17,321
124907479,426,2991,17,321
124907480,426,2991,17,321
124907481,426,2991,17,321
124907482,426,2991,17,321
124907483,426,2991,17,321
124907484,426,2991,17,321
124907572,426,2991,17,321
124907573,426,2991,17,321
124907574,426,2991,17,321
124907575,426,2991,17,321
124907576,426,2991,17,321
124907577,426,2991,17,321
124907578,426,2991,17,321
124907579,426,2991,17,321
124907580,426,2991,17,321
124907581,426,2991,17,321
124907584,426,2991,17,321
124907585,426,2991,17,321
124907586,426,2991,17,321
124907587,426,2991,17,321
124907588,426,2991,17,321
124907589,426,2991,17,321
124907590,426,2991,17,321
124907591,426,2991,17,321
124907592,426,2991,17,321
124907593,426,2991,17,321
124907594,426,2991,17,321
124907595,426,2991,17,321
124907596,426,2991,17,321
124907597,426,2991,17,321
124907598,426,2991,17,321
124907600,426,2991,17,321
124907611,426,2991,17,321
124907622,426,2991,17,321
124907633,426,2991,17,321
124907644,426,2991,17,321
124907655,426,2991,17,321
124907662,426,2991,17,321
124907673,426,2991,17,321
124907684,426,2991,17,321
124907694,426,2991,17,321
124907705,426,2991,17,321
124907709,426,2991,17,321
124907710,426,2991,17,321
124907711,426,2991,17,321
124907712,426,2991,17,321
124907713,426,2991,17,321
124907714,426,2991,17,321
124907715,426,2991,17,321
124907716,426,2991,17,321
124907717,426,2991,17,321
124907718,426,2991,17,321
124907719,426,2991,17,321
124907720,426,2991,17,321
124907721,426,2991,17,321
124908237,426,2991,17,321
124908238,426,2991,17,321
124908239,426,2991,17,321
124908240,426,2991,17,321
124908241,426,2991,17,321
124908242,426,2991,17,321
124908243,426,2991,17,321
124908244,426,2991,17,321
124908245,426,2991,17,321
124908246,426,2991,17,321
124908247,426,2991,17,321
124908248,426,2991,17,321
124908249,426,2991,17,321
124908257,426,2991,17,321
124908268,426,2991,17,321
124908278,426,2991,17,321
124908289,426,2991,17,321
124908300,426,2991,17,321
124908310,426,2991,17,321
124908316,426,2991,17,321
124908327,426,2991,17,321
124908336,426,2991,17,321
124908347,426,2991,17,321
124908358,426,2991,17,321
124908368,426,2991,17,321
124908369,426,2991,17,321
124908370,426,2991,17,321
124908371,426,2991,17,321
124908372,426,2991,17,321
124908373,426,2991,17,321
124908374,426,2991,17,321
124908375,426,2991,17,321
124908376,426,2991,17,321
124908377,426,2991,17,321
124908378,426,2991,17,321
124908379,426,2991,17,321
124908380,426,2991,17,321
124908381,426,2991,17,321
124908382,426,2991,17,321
124908383,426,2991,17,321
124908384,426,2991,17,321
124908385,426,2991,17,321
124908386,426,2991,17,321
124908387,426,2991,17,321
124908388,426,2991,17,321
124908389,426,2991,17,321
124908390,426,2991,17,321
124908391,426,2991,17,321
124908392,426,2991,17,321
124908393,426,2991,17,321
124908474,426,2991,17,321
124908494,426,2991,17,321
124908504,426,2991,17,321
124908512,426,2991,17,321
124908513,426,2991,17,321
124908514,426,2991,17,321
124908515,426,2991,17,321
124908516,426,2991,17,321
124908517,426,2991,17,321
124908518,426,2991,17,321
124908519,426,2991,17,321
124908520,426,2991,17,321
124908521,426,2991,17,321
124908522,426,2991,17,321
124908523,426,2991,17,321
124908524,426,2991,17,321
124908525,426,2991,17,321
124908527,426,2991,17,321
8330,0,0,2,4
400121,38,10,56,29
3805,0,0,0,0
100616203,0,0,1,0
26696,0,0,0,0
727910,189,34,85,39
100132285,0,0,0,0
102466268,0,0,0,0
3812,0,0,0,0
2204,0,0,0,0
91746,501,284,1689,560
102466195,0,0,1,0
3802,0,0,0,0
3811,0,0,0,0
79166,0,0,0,0
11027,32,5,4,1
64087,0,0,0,0
6351,209,8,78,20
3806,0,0,0,0
3805,0,0,0,0
6203,15422,10297,3331,3082
115677,377,729,124,274
284415,0,1,2,0
368,557,748,41,696
84498,449,521,398,241
102464817,0,0,0,0
102466880,0,0,0,0
9727,1207,12476,1167,6602
157285,218,32,303,85
102465250,0,0,1,1
6606,28,1,357,252
6607,28,1,357,252
3809,0,0,0,0
3809,0,0,0,0
154872,0,0,0,0
102466753,0,0,0,0
4320,955,70,376,36
6991,42,23,45,22
102466906,2,0,0,0
100302167,0,0,0,0
8354,1,1,0,0
441864,0,0,0,0
6362,338,0,10,2
102466259,0,0,0,0
8857,175,561,748,472
79154,75,288,217,244
55655,0,0,0,4
353514,0,1,35,0
6928,1838,1190,1346,870
102465531,0,0,0,0
3812,0,0,0,0
3806,0,0,0,0
286083,0,0,1,0
102465520,0,0,0,1
200958,23,21,217,60
115653,0,0,0,0
3813,0,0,0,0
553128,0,0,0,0
79166,0,0,0,0
1673,0,0,0,0
100289462,0,0,0,0
124906748,0,0,0,0
102465910,0,0,0,0
102464834,0,0,0,0
100132285,0,0,0,0
100616190,0,0,0,0
102465839,0,0,0,0
3805,0,0,0,0
102465485,0,0,4,0
79166,0,0,0,0
10288,13,5,0,0
102724159,950,393,414,215
158434,1,0,1,0
102466967,0,0,0,0
104355426,17,13,0,0
112724,129,27,88,24
2051,51,11,125,57
199713,0,0,0,0
3811,0,0,0,0
388381,3,2,0,0
101929125,7,2,7,1
389831,55,153,253,154
102724701,55,153,253,154
23042,557,227,581,771
129025,1,0,0,0
200958,10,20,19,22
3812,0,0,0,0
115653,0,0,0,0
5542,0,0,0,0
653247,0,0,0,0
102465430,0,0,0,0
102465482,0,0,0,0
100129407,1,0,4,4
9437,0,0,0,0
3802,0,0,0,0
102466972,0,0,0,0
100033802,0,0,0,0
11024,0,0,1,1
6359,79,98,1,125
100033416,0,0,3,2
101954277,0,0,0,1
79168,0,0,0,0
255027,610,34,204,159
622,148,199,323,374
3811,0,0,0,0
3803,0,0,0,0
100129722,15,151,211,109
126014,3,1,0,1
28514,60,11,206,68
100508046,0,0,0,0
2204,2,0,8,3
240,1012,10,2418,93
3812,0,0,2,0
9824,4,13,0,0
100287898,47,14,94,45
402635,1,0,2,0
11156,696,40,1704,133
284415,0,1,2,0
8293,417,175,201,162
79168,0,0,0,0
389610,10,9,22,17
203102,133,22,19,59
57292,0,0,0,0
284098,64,25,113,61
4696,1885,1974,482,724
3813,0,0,0,0
127074,0,0,0,0
51283,836,364,692,664
84520,324,235,176,147
100192386,659,7,2141,17
3804,0,0,0,0
5544,0,0,1,2
3812,0,0,0,0
100506103,0,0,1,0
3812,0,0,0,0
51206,0,0,4,0
9437,0,0,0,0
102466737,0,0,1,0
126014,3,1,0,1
57348,14,2,1,4
102465512,0,0,0,0
102465477,0,0,0,0
3804,0,0,0,0
3811,0,0,0,0
692215,0,0,0,0
8369,0,0,0,0
102465505,0,0,0,0
102466725,1,0,0,0
102466253,0,0,0,0
5555,1,0,1,1
103504733,0,0,0,0
3805,0,0,0,0
26574,2447,2475,421,450
100500862,2,0,0,0
102465476,0,0,0,0
8345,37,0,5,4
8350,2,2,1,2
3811,0,0,0,0
6359,437,321,7,286
57151,0,0,0,0
222236,194,198,385,405
4696,1885,1974,482,725
102464836,0,0,0,0
11006,534,26,98,14
3809,0,0,0,0
3805,2,0,0,0
100132285,0,0,0,0
126014,189,17,60,14
100132285,2,0,0,0
127814297,1,1,52,9
66035,676,538,697,480
51621,416,57,0,0
51326,24,6,24,31
100506084,24,6,24,31
100996709,24,6,24,31
3802,0,0,0,0
401992,0,0,0,0
124907114,426,2992,17,322
124907115,426,2992,17,322
124907116,426,2992,17,322
124907117,426,2992,17,322
124907118,426,2992,17,322
124907119,426,2992,17,322
124907120,426,2992,17,322
124907121,426,2992,17,322
124907122,426,2992,17,322
124907123,426,2992,17,322
124907124,426,2992,17,322
124907125,426,2992,17,322
124907126,426,2992,17,322
124907127,426,2992,17,322
124907128,426,2992,17,322
124907129,426,2992,17,322
124907130,426,2992,17,322
124907131,426,2992,17,322
124907132,426,2992,17,322
124907133,426,2992,17,322
124907134,426,2992,17,322
124907135,426,2992,17,322
124907136,426,2992,17,322
124907137,426,2992,17,322
124907138,426,2992,17,322
124907139,426,2992,17,322
124907140,426,2992,17,322
124907141,426,2992,17,322
124907142,426,2992,17,322
124907143,426,2992,17,322
124907144,426,2992,17,322
124907145,426,2992,17,322
124907146,426,2992,17,322
124907147,426,2992,17,322
124907148,426,2992,17,322
124907149,426,2992,17,322
124907150,426,2992,17,322
124907151,426,2992,17,322
124907152,426,2992,17,322
124907153,426,2992,17,322
124907154,426,2992,17,322
124907155,426,2992,17,322
124907160,426,2992,17,322
124907172,426,2992,17,322
124907183,426,2992,17,322
124907194,426,2992,17,322
124907205,426,2992,17,322
124907216,426,2992,17,322
124907227,426,2992,17,322
124907238,426,2992,17,322
124907248,426,2992,17,322
124907258,426,2992,17,322
124907269,426,2992,17,322
124907280,426,2992,17,322
124907291,426,2992,17,322
124907302,426,2992,17,322
124907313,426,2992,17,322
124907324,426,2992,17,322
124907327,426,2992,17,322
124907328,426,2992,17,322
124907329,426,2992,17,322
124907330,426,2992,17,322
124907331,426,2992,17,322
124907332,426,2992,17,322
124907333,426,2992,17,322
